image_id,healthy,multiple_diseases,rust,scab
Test_50,0.003591071581467986,0.1698029339313507,0.8262262344360352,0.0003797810641117394
Test_51,0.01807924546301365,0.17400488257408142,0.8066061735153198,0.0013096935581415892
Test_52,0.003991518635302782,0.03916492685675621,0.9568272829055786,1.6267264072666876e-05
Test_53,0.05808815360069275,0.149399071931839,0.7911527752876282,0.0013599663507193327
Test_54,0.05694826692342758,0.8244341611862183,0.024517951533198357,0.09409955888986588
Test_55,5.521046477952041e-05,9.976542060030624e-05,8.608493772044312e-06,0.9998364448547363
Test_56,0.000809539167676121,0.00047549454029649496,2.795950604195241e-05,0.9986869692802429
Test_57,0.42684808373451233,0.43821921944618225,0.0456513836979866,0.08928130567073822
Test_58,0.0002531073405407369,0.001766595640219748,0.0015223140362650156,0.9964579939842224
Test_59,0.06669242680072784,0.4508521854877472,0.44191744923591614,0.040537942200899124
Test_60,0.00016972127195913345,2.986920480907429e-05,1.0803963732541888e-06,0.9997993111610413
Test_61,0.9957583546638489,0.001676258398219943,0.00036254964652471244,0.0022029157262295485
Test_62,0.006391460541635752,0.02617460861802101,0.006482218857854605,0.9609517455101013
Test_63,0.010339376516640186,0.010450748726725578,0.0012383891735225916,0.9779714941978455
Test_64,0.9651231169700623,0.0009932464454323053,0.0018883958691731095,0.03199523687362671
Test_65,0.02127264067530632,0.7695000767707825,0.20417144894599915,0.0050558787770569324
Test_66,0.9980149269104004,0.0004711587098427117,0.001338273985311389,0.00017560629930812865
Test_67,0.004888725467026234,0.018760479986667633,0.9763176441192627,3.315834328532219e-05
Test_68,0.00043669596198014915,0.0030580139718949795,4.099234502064064e-05,0.9964642524719238
Test_69,0.0010860831243917346,0.018191218376159668,0.9805465340614319,0.00017610476061236113
Test_70,0.00012625525414478034,0.00032801946508698165,6.500941526610404e-05,0.9994807839393616
Test_71,0.012307889759540558,0.014344762079417706,0.973304271697998,4.309079304221086e-05
Test_72,0.0004332468088250607,0.000800400972366333,9.388908074470237e-05,0.9986724853515625
Test_73,0.9981599450111389,0.00015126957441680133,0.0016668116440996528,2.1981684767524712e-05
Test_74,0.9920657277107239,0.004563077352941036,0.001283446908928454,0.0020877867937088013
Test_75,0.004117287695407867,0.007627713028341532,0.00029005049145780504,0.9879649877548218
Test_76,0.9993556141853333,0.0002371017908444628,0.00015678243653383106,0.0002505605516489595
Test_77,0.0016007719095796347,0.005531085655093193,0.9928444027900696,2.3710477762506343e-05
Test_78,0.005219893995672464,0.029619969427585602,7.622466364409775e-05,0.9650839567184448
Test_79,0.000977741670794785,0.0018194771837443113,0.0004952159360982478,0.996707558631897
Test_80,0.0008650781819596887,0.7652530074119568,0.22063656151294708,0.013245285488665104
Test_81,0.011897043325006962,0.8976854085922241,0.0758311077952385,0.014586401171982288
Test_82,0.005380708258599043,0.29752808809280396,0.13652902841567993,0.5605621337890625
Test_83,0.0014180091675370932,0.8199818134307861,0.17497694492340088,0.0036232168786227703
Test_84,0.0026853953022509813,0.00034048708039335907,7.460217602783814e-05,0.9968994855880737
Test_85,0.0045064520090818405,0.0008933358476497233,4.613730197888799e-05,0.9945540428161621
Test_86,0.024238616228103638,0.7091377377510071,0.25879302620887756,0.007830671966075897
Test_87,0.9440958499908447,0.0069739376194775105,0.0009805879089981318,0.047949519008398056
Test_88,0.014964107424020767,0.006117521785199642,0.00023053456970956177,0.9786877632141113
Test_89,0.6521580219268799,0.029336679726839066,0.0015727384015917778,0.3169325888156891
Test_90,0.028683170676231384,0.09006654471158981,0.8810007572174072,0.0002495453227311373
Test_91,0.9992597699165344,0.00016577719361521304,0.0005099160480313003,6.440922152251005e-05
Test_92,0.9974915981292725,0.0002356132899876684,0.002242377959191799,3.0386223443201743e-05
Test_93,0.010874464176595211,0.1184895783662796,0.8705539107322693,8.200103911804035e-05
Test_94,0.0001563357509439811,2.0825551473535597e-05,5.522902483789949e-06,0.9998173117637634
Test_95,0.9990227222442627,0.0004029047559015453,0.00045278677134774625,0.0001216417585965246
Test_96,0.00025612753233872354,9.627098734199535e-06,3.695069608511403e-06,0.9997305274009705
Test_97,0.9983518123626709,0.0006447985651902854,0.0004670620255637914,0.0005363706150092185
Test_98,0.01994030363857746,0.009376097470521927,0.00021251238649711013,0.9704710245132446
Test_99,0.003214753931388259,0.002518084831535816,3.9641807234147564e-05,0.9942275285720825
Test_100,0.00017283282068092376,6.420443241950125e-05,2.393399154243525e-05,0.9997389912605286
Test_101,0.00177159218583256,0.0003742594562936574,0.00026233558310195804,0.9975918531417847
Test_102,0.003690394340083003,0.0014304026262834668,0.0008866664720699191,0.9939925074577332
Test_103,0.0008562501752749085,0.0014165459433570504,2.8870332243968733e-05,0.9976983666419983
Test_104,0.0001524861581856385,0.0027816970832645893,0.0004379745514597744,0.9966278672218323
Test_105,0.007396365515887737,0.0004960412043146789,0.00038648053305223584,0.9917211532592773
Test_106,0.9984511137008667,0.0007548223366029561,0.00035207706969231367,0.0004419898905325681
Test_107,0.0013806483475491405,0.4695813059806824,0.49265170097351074,0.036386437714099884
Test_108,0.0004614422796294093,0.0023824679665267467,0.001835529925301671,0.9953204989433289
Test_109,0.3063984215259552,0.5258662700653076,0.03940881788730621,0.12832646071910858
Test_110,0.9995595812797546,4.380599420983344e-05,4.8921814595814794e-05,0.00034758367110043764
Test_111,0.3936905860900879,0.09231747686862946,0.0021754573099315166,0.5118165016174316
Test_112,0.0031504742801189423,0.21378056704998016,0.772662878036499,0.010406063869595528
Test_113,0.005393271334469318,0.02449582703411579,0.017192764207720757,0.9529181718826294
Test_114,0.004119218327105045,0.010114125907421112,0.00021124001068528742,0.9855554103851318
Test_115,0.0027819445822387934,0.03101993538439274,0.96614009141922,5.799446807941422e-05
Test_116,0.006776223890483379,0.038891080766916275,0.9395917057991028,0.014741040766239166
Test_117,0.03532910719513893,0.19089508056640625,0.7725978493690491,0.0011779782362282276
Test_118,0.0020038550719618797,0.04085269570350647,0.9569536447525024,0.00018985466158483177
Test_119,0.9934533834457397,0.0008541744900867343,0.00023687459179200232,0.005455542355775833
Test_120,0.01078115962445736,0.2212914228439331,0.7674736976623535,0.00045366332051344216
Test_121,0.004233444109559059,0.25534144043922424,0.48288172483444214,0.25754332542419434
Test_122,0.01178969256579876,0.2970482110977173,0.6904180645942688,0.0007440545596182346
Test_123,0.001177092781290412,0.3041931390762329,0.6923524737358093,0.0022773060481995344
Test_124,0.00046466378262266517,0.00021998240845277905,0.00032977352384477854,0.9989855885505676
Test_125,0.0014253876870498061,0.008654533885419369,0.00046137726167216897,0.9894586801528931
Test_126,0.9973222613334656,0.0010412756819278002,0.0010117943165823817,0.0006247630226425827
Test_127,8.263280324172229e-05,0.00010420363105367869,8.285311923827976e-05,0.9997302889823914
Test_128,0.0034577050246298313,0.2948564291000366,0.26705577969551086,0.43463000655174255
Test_129,0.0035450460854917765,0.735098659992218,0.2055675983428955,0.05578874424099922
Test_130,4.023040673928335e-05,6.47299675620161e-05,9.788466559257358e-05,0.9997971653938293
Test_131,1.6857873561093584e-05,4.695756433648057e-05,0.00041164676076732576,0.9995245933532715
Test_132,0.9995235204696655,6.913869583513588e-05,0.0002772170410025865,0.0001301328738918528
Test_133,6.86119674355723e-05,0.0005118847475387156,0.0002667974040377885,0.999152660369873
Test_134,0.9958921670913696,0.0003421336004976183,0.00018498690042179078,0.0035806498490273952
Test_135,0.0004562275717034936,0.45099467039108276,0.5358773469924927,0.012671725824475288
Test_136,1.022048218146665e-05,2.5050860585906776e-06,1.1395553883630782e-05,0.9999759197235107
Test_137,0.01249618362635374,0.2851294279098511,0.7008654475212097,0.0015089072985574603
Test_138,0.00026899631484411657,0.015597335994243622,0.9840936064720154,4.003515641670674e-05
Test_139,0.9984772801399231,0.00024630362167954445,0.0002866626309696585,0.0009898574789986014
Test_140,0.07352017611265182,0.30693769454956055,0.614517867565155,0.005024304147809744
Test_141,0.0028584562242031097,3.622957592597231e-05,7.660283881705254e-05,0.9970287680625916
Test_142,0.0012086577480658889,0.00070319784572348,8.772520232014358e-06,0.9980794191360474
Test_143,0.5475858449935913,0.10016245394945145,0.0065485709346830845,0.3457031548023224
Test_144,0.9984593391418457,0.0007378504378721118,0.00036777599598281085,0.00043501867912709713
Test_145,0.0020724746864289045,0.0013435272267088294,0.0021228173281997442,0.994461178779602
Test_146,0.00043109204852953553,0.0012757277581840754,0.9982624650001526,3.065937926294282e-05
Test_147,0.1109595075249672,0.44067347049713135,0.4404287040233612,0.007938380353152752
Test_148,0.9875090718269348,0.00596282072365284,0.0007057953625917435,0.005822340492159128
Test_149,0.028070203959941864,0.0762205570936203,0.6965015530586243,0.19920769333839417
Test_150,0.00011023096885764971,9.90895350696519e-05,2.854593731171917e-06,0.9997878670692444
Test_151,0.014094008132815361,0.01904207281768322,0.9667179584503174,0.00014598465349990875
Test_152,0.055126581341028214,0.701898455619812,0.0852450504899025,0.15772992372512817
Test_153,0.0005332854343578219,0.0001061804941855371,5.5950575188035145e-05,0.9993045330047607
Test_154,0.04259414225816727,0.8408355712890625,0.0706939548254013,0.04587634280323982
Test_155,0.00015116282156668603,0.16606764495372772,0.8247302174568176,0.009051045402884483
Test_156,0.00047073312452994287,0.00037073815474286675,0.00024996072170324624,0.998908519744873
Test_157,0.9832837581634521,0.01038574893027544,0.002222441602498293,0.0041080680675804615
Test_158,0.00021366748842410743,1.0110727089340799e-05,2.6669127692002803e-05,0.9997496008872986
Test_159,0.06769655644893646,0.14579549431800842,0.7826204299926758,0.003887479193508625
Test_160,0.9970755577087402,0.0010346134658902884,0.00035489912261255085,0.0015349403256550431
Test_161,0.005308079067617655,0.005843722727149725,0.0005456137005239725,0.9883026480674744
Test_162,0.0018118617590516806,0.0009245193214155734,0.9972614049911499,2.2626034024142427e-06
Test_163,0.0023796434979885817,0.20753508806228638,0.7884134650230408,0.0016718661645427346
Test_164,0.00603278074413538,0.002136455848813057,0.00025864518829621375,0.9915721416473389
Test_165,1.977214742510114e-05,1.584013443789445e-05,1.3331190530152526e-05,0.9999510049819946
Test_166,0.011264419183135033,0.00452391617000103,0.9841929078102112,1.8821734556695446e-05
Test_167,0.5710214972496033,0.22823725640773773,0.18223237991333008,0.018508940935134888
Test_168,0.01803711988031864,0.9043580293655396,0.030788693577051163,0.04681610316038132
Test_169,0.017930956557393074,0.028994126245379448,0.9523513913154602,0.000723530538380146
Test_170,7.070036372169852e-05,0.00013396600843407214,3.818906407104805e-06,0.9997915625572205
Test_171,0.0021937426645308733,0.1818239539861679,0.8117759227752686,0.004206407815217972
Test_172,0.014107592403888702,0.7679296135902405,0.21565547585487366,0.0023073044139891863
Test_173,0.0059473710134625435,0.0005018687807023525,0.9935505390167236,2.099206852790303e-07
Test_174,0.01618349365890026,0.0023840568028390408,0.0023029313888400793,0.9791295528411865
Test_175,0.9978165626525879,0.0011208074865862727,0.0007327589555643499,0.00032980318064801395
Test_176,0.00984017550945282,0.009597809053957462,0.9801718592643738,0.0003901503805536777
Test_177,3.077403380302712e-05,4.280871507944539e-05,0.000155847636051476,0.9997705817222595
Test_178,4.017490573460236e-05,9.87793828244321e-06,0.00012843814329244196,0.9998214840888977
Test_179,0.012254219502210617,0.3095439672470093,0.5519971251487732,0.12620458006858826
Test_180,0.0023565334267914295,0.8881712555885315,0.10622551292181015,0.003246667329221964
Test_181,0.010669875890016556,0.07794736325740814,0.0012577660381793976,0.9101249575614929
Test_182,0.0034347958862781525,0.22073209285736084,0.7738911509513855,0.0019419267773628235
Test_183,0.9979870319366455,0.0001721353328321129,0.00010584793199086562,0.0017349394038319588
Test_184,0.057445719838142395,0.008219370618462563,0.003187375608831644,0.931147575378418
Test_185,0.0008219704031944275,0.001158136990852654,7.362984615610912e-05,0.9979463219642639
Test_186,0.003678838489577174,0.006382869090884924,0.0007526744739152491,0.9891856908798218
Test_187,0.01844913326203823,0.01482237596064806,0.9666578769683838,7.065194949973375e-05
Test_188,0.00169963832013309,0.025690870359539986,0.9718888401985168,0.0007206652662716806
Test_189,0.9995458722114563,6.573435530299321e-05,0.00011535539670148864,0.00027304375544190407
Test_190,0.003745416412129998,0.7839967608451843,0.20351892709732056,0.00873887911438942
Test_191,0.020567836239933968,0.5358665585517883,0.43428856134414673,0.00927705317735672
Test_192,0.7034001350402832,0.21184276044368744,0.024842986837029457,0.059914108365774155
Test_193,0.0006732262554578483,0.08744414150714874,0.9110363721847534,0.0008462736150249839
Test_194,0.0064775412902235985,0.7797688841819763,0.19723014533519745,0.016523417085409164
Test_195,0.29570987820625305,0.620642364025116,0.052140820771455765,0.03150695189833641
Test_196,0.0052864328026771545,0.03534969314932823,0.0018086384516209364,0.9575552344322205
Test_197,0.006540484260767698,0.37278908491134644,0.04439593851566315,0.5762744545936584
Test_198,3.429363641771488e-05,6.572216807398945e-05,1.707229057501536e-05,0.9998829364776611
Test_199,0.0011081360280513763,0.8135128617286682,0.18159119784832,0.0037877997383475304
Test_200,0.18564768135547638,0.2669343054294586,0.42743217945098877,0.11998585611581802
Test_201,0.0006706408457830548,0.00021383324929047376,0.00014551111962646246,0.9989700317382812
Test_202,0.01064293272793293,0.20868948101997375,0.7518607974052429,0.02880674973130226
Test_203,0.03977757319808006,0.4905937612056732,0.4606448709964752,0.008983725681900978
Test_204,0.0005242601619102061,0.0018831887282431126,0.002199015347287059,0.9953935146331787
Test_205,9.834495722316206e-05,6.848575139883906e-05,0.00012534947018139064,0.9997077584266663
Test_206,0.0001338018337264657,0.002127279993146658,0.0024535648990422487,0.9952853322029114
Test_207,0.002275855513289571,0.004134445451200008,0.9934462904930115,0.00014344422379508615
Test_208,0.0012971451506018639,0.00625538919121027,8.350342977792025e-05,0.9923639297485352
Test_209,0.013530457392334938,0.23901817202568054,0.7457904815673828,0.0016609156737104058
Test_210,0.00011469280434539542,0.00015434515080414712,3.7668683944502845e-05,0.9996932744979858
Test_211,0.006052081007510424,0.9353947639465332,0.041467633098363876,0.017085589468479156
Test_212,0.04419055953621864,0.009507580660283566,0.9462533593177795,4.850590630667284e-05
Test_213,0.02253267541527748,0.841512143611908,0.08208980411291122,0.05386527627706528
Test_214,0.01689220778644085,0.09904708713293076,0.8208178281784058,0.06324294954538345
Test_215,0.026776693761348724,0.02702985517680645,0.0008549959165975451,0.9453384280204773
Test_216,0.9989996552467346,0.000361130601959303,0.0004639998951461166,0.0001752737007336691
Test_217,0.0001649146870477125,0.0008171872468665242,0.00036673981230705976,0.9986512064933777
Test_218,0.9969991445541382,0.0010868363315239549,0.0004228931793477386,0.0014912502374500036
Test_219,0.0005166822811588645,0.033975910395383835,0.9651124477386475,0.0003949753299821168
Test_220,2.172480344597716e-05,2.4164224669220857e-05,0.00036332185845822096,0.9995908141136169
Test_221,0.02341230772435665,0.2396826297044754,0.011670938692986965,0.7252340912818909
Test_222,0.0005556009127758443,0.01657072827219963,0.9823058247566223,0.0005678016459569335
Test_223,0.013352259993553162,0.3853621482849121,0.5922161340713501,0.009069499559700489
Test_224,0.11638157069683075,0.19351646304130554,0.03330299258232117,0.6567989587783813
Test_225,0.9988756775856018,0.0003584969090297818,0.0004882215871475637,0.0002775170432869345
Test_226,0.04537011310458183,0.16222640872001648,0.7913629412651062,0.0010405457578599453
Test_227,9.222293010680005e-05,3.2698255381546915e-05,3.523419945850037e-05,0.9998397827148438
Test_228,0.0007272747461684048,0.0026243976317346096,0.9965513944625854,9.697764471638948e-05
Test_229,0.03517376258969307,0.2146623432636261,0.7494856715202332,0.0006781924166716635
Test_230,0.004799932707101107,0.03708808124065399,0.011033072136342525,0.9470789432525635
Test_231,1.5648807675461285e-05,2.5542190996930003e-05,0.00016840155876707286,0.999790370464325
Test_232,0.9967246651649475,0.00043627075501717627,0.00041926788981072605,0.002419804921373725
Test_233,0.9993025064468384,9.056937415152788e-05,2.1286889023031108e-05,0.0005856728530488908
Test_234,0.003186567686498165,0.0014648957876488566,0.0001579025265527889,0.9951906204223633
Test_235,3.8677171687595546e-05,2.9863980671507306e-05,3.826119609584566e-06,0.9999276399612427
Test_236,0.036687009036540985,0.6259188055992126,0.07596110552549362,0.26143312454223633
Test_237,0.00895471591502428,0.13930007815361023,0.016216550022363663,0.8355287313461304
Test_238,0.006871485151350498,0.5586329102516174,0.4330611526966095,0.0014345251256600022
Test_239,0.0041315434500575066,0.36419540643692017,0.6313417553901672,0.00033134702243842185
Test_240,0.012577218934893608,0.11194717884063721,0.8752612471580505,0.00021431907953228801
Test_241,0.005583633203059435,0.2738875150680542,0.7050926685333252,0.015436215326189995
Test_242,0.002250915626063943,0.0013359661679714918,1.41129230541992e-05,0.99639892578125
Test_243,0.9963681697845459,0.0005568871274590492,0.002542413305491209,0.000532469479367137
Test_244,0.011299509555101395,0.03607110679149628,0.00027145989588461816,0.9523579478263855
Test_245,0.006412026938050985,0.8167164325714111,0.17337287962436676,0.0034986252430826426
Test_246,0.00041924254037439823,0.0012745792046189308,8.549394988222048e-05,0.9982206225395203
Test_247,6.557799679285381e-06,3.426231342018582e-05,1.1640711818472482e-05,0.9999475479125977
Test_248,0.00414237892255187,0.1183316558599472,0.002107179258018732,0.8754188418388367
Test_249,0.0005782303051091731,0.2921542823314667,0.7033097743988037,0.003957698587328196
Test_250,0.9986041188240051,0.0006624196539632976,0.00038202450377866626,0.00035143905552104115
Test_251,0.9984021782875061,0.0008657090365886688,0.00023822896764613688,0.0004937768098898232
Test_252,0.025402797386050224,0.2909756302833557,0.49042364954948425,0.19319789111614227
Test_253,0.000294744735583663,0.0033260926138609648,0.0005709243705496192,0.9958082437515259
Test_254,0.0002889983879867941,0.0001002238059299998,6.141001358628273e-05,0.9995493292808533
Test_255,0.0030146236531436443,0.06838655471801758,0.008452245965600014,0.9201465249061584
Test_256,4.569247903418727e-05,1.8691538571147248e-05,9.82728579401737e-06,0.9999257326126099
Test_257,0.0030856188386678696,0.07669107615947723,0.9201824069023132,4.0909082599682733e-05
Test_258,0.013146431185305119,0.891377866268158,0.08116890490055084,0.01430682186037302
Test_259,0.09266936779022217,0.5899053812026978,0.019004469737410545,0.29842084646224976
Test_260,0.00030048718326725066,0.0003210343711543828,0.0008421587408520281,0.9985363483428955
Test_261,0.004429555498063564,0.004617922008037567,0.9908888339996338,6.366380694089457e-05
Test_262,0.0007328612264245749,0.0007104384712874889,1.1091998203482945e-05,0.9985456466674805
Test_263,0.9800968766212463,0.0009117998415604234,0.0001318557478953153,0.018859384581446648
Test_264,0.9986451268196106,0.0002895183861255646,0.0009678655187599361,9.750026947585866e-05
Test_265,0.004767743404954672,0.6006783246994019,0.3920218348503113,0.0025320956483483315
Test_266,4.532784805633128e-05,0.0003956883156206459,0.0009315113420598209,0.9986275434494019
Test_267,0.9995821118354797,0.00010698758705984801,0.000122115045087412,0.00018871297652367502
Test_268,0.00351655762642622,0.5130012631416321,0.47858569025993347,0.004896464291960001
Test_269,0.9984207153320312,0.00011493131751194596,8.707964298082516e-05,0.0013771879021078348
Test_270,0.003387515665963292,0.0035426723770797253,0.003656061366200447,0.9894137382507324
Test_271,0.05839382857084274,0.06706850230693817,0.0067087323404848576,0.867828905582428
Test_272,0.010591850616037846,0.8826568126678467,0.08841977268457413,0.018331635743379593
Test_273,0.9992576241493225,0.0001733334647724405,0.00031270203180611134,0.00025632345932535827
Test_274,0.0056251538917422295,0.17220473289489746,0.8154368996620178,0.006733143702149391
Test_275,0.021612700074911118,0.8612865209579468,0.10018342733383179,0.01691730134189129
Test_276,0.0004428621905390173,0.001781158847734332,3.848550477414392e-05,0.9977375268936157
Test_277,0.009404091164469719,0.06277236342430115,0.0016487695975229144,0.9261748194694519
Test_278,0.00025454669957980514,0.009115742519497871,0.00042658933671191335,0.9902031421661377
Test_279,0.0029719709418714046,0.002707397798076272,0.9943133592605591,7.2981247285497375e-06
Test_280,0.0005506401648744941,5.027043880545534e-05,8.850073936628178e-05,0.9993106126785278
Test_281,0.0009729322628118098,0.0006840206333436072,0.0012448551133275032,0.9970982074737549
Test_282,0.0077972556464374065,0.06178993731737137,0.0006017396808601916,0.9298110008239746
Test_283,0.0034135805908590555,0.7707860469818115,0.223098024725914,0.0027023234870284796
Test_284,0.00893841590732336,0.6910558938980103,0.2965584397315979,0.0034472006373107433
Test_285,0.0011975495144724846,8.132415678119287e-05,8.555741260352079e-06,0.9987125396728516
Test_286,0.003286984981968999,7.701446884311736e-05,0.00014657351130153984,0.9964893460273743
Test_287,0.00574445677921176,0.005299377255141735,0.006162188481539488,0.9827940464019775
Test_288,4.8038804379757494e-05,0.001832879614084959,0.0032736510038375854,0.9948453903198242
Test_289,0.00010631527402438223,0.0010486833052709699,0.004456177353858948,0.9943887591362
Test_290,0.005205275025218725,0.6393604278564453,0.35403087735176086,0.001403454807586968
Test_291,0.002214850625023246,0.03484799340367317,0.9626383781433105,0.00029883248498663306
Test_292,0.9926676154136658,0.001306735328398645,0.0003175045712850988,0.0057081785053014755
Test_293,0.0030162069015204906,0.03207627311348915,0.9648779034614563,2.9565055228886195e-05
Test_294,0.17404036223888397,0.21488253772258759,0.24644270539283752,0.3646344542503357
Test_295,0.0026726473588496447,0.11447148770093918,0.8774890303611755,0.005366906989365816
Test_296,0.028510795906186104,0.04233991354703903,0.0017351956339552999,0.9274141192436218
Test_297,5.325640813680366e-05,0.0007455383893102407,8.859222361934371e-06,0.9991922974586487
Test_298,0.007045825012028217,0.7985290884971619,0.18617911636829376,0.008245900273323059
Test_299,0.0028935291338711977,0.9056774377822876,0.08030807971954346,0.011120978742837906
Test_300,0.024433599784970284,0.013419977389276028,0.000492965045850724,0.961653470993042
Test_301,0.9044997096061707,0.0013773785904049873,0.00029241241281852126,0.09383050352334976
Test_302,0.00015604573127347976,0.0016399745363742113,3.112253762083128e-05,0.9981728792190552
Test_303,0.9957193732261658,0.0015490137739107013,0.00040867470670491457,0.0023229734506458044
Test_304,0.9968748092651367,0.0019449008395895362,0.00027948844945058227,0.0009007945191115141
Test_305,0.9938370585441589,0.002503957599401474,0.0014170396607369184,0.0022419188171625137
Test_306,8.27075564302504e-05,6.107261287979782e-05,1.7483877172708162e-06,0.9998544454574585
Test_307,0.9942300319671631,0.002446738537400961,0.002959236968308687,0.00036393856862559915
Test_308,0.001535391085781157,0.014527332037687302,0.0003202713269274682,0.9836169481277466
Test_309,0.014161437749862671,0.2011570930480957,0.770960807800293,0.013720680959522724
Test_310,0.027147239074110985,0.765508770942688,0.1628008782863617,0.04454309120774269
Test_311,0.007280528079718351,0.8563429713249207,0.12138503044843674,0.014991438016295433
Test_312,0.00021923196618445218,0.00029717269353568554,0.0024236307945102453,0.9970598816871643
Test_313,0.0001053200030582957,0.00010134728654520586,2.3007763957139105e-05,0.9997703433036804
Test_314,0.010953377932310104,0.016701437532901764,0.0023094494827091694,0.97003573179245
Test_315,0.0015158805763348937,0.00011561056453501806,0.00015549789532087743,0.9982130527496338
Test_316,0.030208762735128403,0.07975022494792938,0.8892000913619995,0.0008408830617554486
Test_317,0.0010133159812539816,0.016725128516554832,0.9811626672744751,0.001098858891054988
Test_318,0.0033609503880143166,0.008254358544945717,0.0009071688400581479,0.9874775409698486
Test_319,0.007006920874118805,0.13492560386657715,0.8555802702903748,0.0024872010108083487
Test_320,0.00809743907302618,0.001616808120161295,0.9902814626693726,4.220715709379874e-06
Test_321,0.9178826212882996,0.06445375829935074,0.008959829807281494,0.00870381947606802
Test_322,0.9962373971939087,0.0016213696217164397,0.00048148544738069177,0.0016597765497863293
